date,painting_author,painting_genre,painting_wiki,painting_name,song_title,song_description,song_artist,song_writers,song_released,saying_text,saying_explanation,UNESCO_site_name,UNESCO_site_description,UNESCO_site_country,international_day,color_name,color_hex,color_link,plant_name,discovery,philosophical_concept_name,philosophical_concept_url
2024-01-11,Salvador Dali,Surrealism,http://en.wikipedia.org/wiki/Salvador_Dalí,Salvador_Dali_1.jpg,My Generation,"The Who's guitarist,Â Pete Townshend, supposedly wrote ""My Generation,"" his immortal fuck-off to the elders in his way, on his 20th birthday, May 19th, 1965, while riding a train from London to Southampton for a television appearance. The song wasn't intended as a youth-mutiny anthem at first. It was a Jimmy Reed-style blues, reflecting Townshend's fears about the impending strictures of adult life, famously captured in the line ""Hope I die before I get old."" ""My Generation' was very much about trying to find a place in society,"" he toldÂ Rolling StoneÂ in 1987. ""I was very, very lost. The band was young then. It was believed that its career would be incredibly brief."" Instead, ""My Generation"" became the Who's ticket to legend Â their first British Top Five hit, and a battle cry for young mod rebels Â and it established Townshend as a fearless and eloquent songwriter. ""My Generation"" went through months of arranging and rerecording before the Who got it right, in two takes, on October 13th, 1965. Townshend opened the song with a two-chord assault that beat punk rock to the punch by more than a decade. Bassist John Entwistle took the solo breaks with crisp, grunting aggression Â he had to buy three new basses to finish the recording, since his Danelectro's strings kept breaking and replacement strings weren't available. (He ended up playing the song on a Fender.)Â Roger Daltrey's stuttering, howling performance, Townshend and Entwistle's R&B-inspired backing vocals, and the upward key changes created a vivid, mounting anxiety that climaxed with a studio re-creation of the Who's live gear-trashing finales, with Townshend spewing feedback all over Keith Moon's avalanche drumming. Four decades later, Townshend and Daltrey are all that remain of the original Who, and they still play ""My Generation"" at every show Â now with the fire and wisdom of age.",The Who,Pete Townshend,"Nov, 1965",Between a rock and a hard place,"In difficulty, faced with a choice between two unsatisfactory options.",Area de Conservación Guanacaste,"<p>The Area de Conservación Guanacaste (inscribed in 1999), was extended with the addition of a 15,000 ha private property, St Elena. It contains important natural habitats for the conservation of biological diversity, including the best dry forest habitats from Central America to northern Mexico and key habitats for endangered or rare plant and animal species. The site demonstrates significant ecological processes in both its terrestrial and marine-coastal environments.</p>",Costa Rica,,Spanish sky blue,#00FFFE,https://en.wikipedia.org/wiki/Sky_blue#Spanish_sky_blue,tulip,2022: The complete human genome is sequenced.,Eroticism,https://en.wikipedia.org/wiki/Eroticism
2024-01-12,Henri Rousseau,Primitivism,https://en.wikipedia.org/wiki/Henri_Rousseau,Henri_Rousseau_1.jpg,A Change Is Gonna Come,"In 1963,Â Sam CookeÂ Â America's first great soul singer and one of the most successful pop acts in the nation, with 18 Top 30 hits since 1957 Â heard a song that profoundly inspired and disturbed him:Â Bob Dylan's ""Blowin' in the Wind."" What struck Cooke was the challenge implicit in Dylan's anthem. ""Jeez,"" Cooke mused, ""a white boy writing a song like that?""",Sam Cooke,Cooke,"Dec, 1964",Brook no truck with,To reject or to have nothing to do with.,Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,"<p>These parks comprise an impressive complex of glaciers and high peaks on both sides of the border between Canada (Yukon Territory and British Columbia) and the United States (Alaska). The spectacular natural landscapes are home to many grizzly bears, caribou and Dall's sheep. The site contains the largest non-polar icefield in the world.</p>","Canada,United States of America",,OU Crimson red,#841617,https://en.wikipedia.org/wiki/Shades_of_red#OU_crimson,goodding willow,"1550 BC: The Rhind Mathematical Papyrus (a copy of an older Middle Kingdom text) contains the first documented instance of inscribing a polygon (in this case, an octagon) into a circle to estimate the value of π.",Rajas,https://en.wikipedia.org/wiki/Rajas
2024-01-13,Frida Kahlo,"Primitivism,Surrealism",http://en.wikipedia.org/wiki/Frida_Kahlo,Frida_Kahlo_4.jpg,Yesterday,"Paul McCartney's greatest ballad holds a Guinness World Record as the most recorded song of all time; seven years later, there were 1,186 versions by artists as varied asÂ Frank Sinatra,Â Otis ReddingÂ andÂ Willie Nelson. But McCartney's original reading Â cut on June 14th, 1965, at EMI's Abbey Road studios in London Â remains the most beautiful and daring of all: a frank poem of regret scored and sung with haunted elegance. There are no otherÂ BeatlesÂ on the record. None were needed. George Martin's arrangement for a string quartet emphasized lower-octave melancholy, while McCartney's almost whispered vocal reverberated with longing in the big, dark spaces where drums and electric guitars would have been. The melody, he said, came to him in a dream: ""My dad used to know a lot of old jazz tunes, I thought maybe I'd just remembered it from the past."" McCartney auditioned the song for Martin, with the working title ""Scrambled Eggs,"" in a hotel room in Paris in January 1964 Â before the Beatles had even landed in America Â but would not record it for another year and a half. ""We were a little embarrassed about it,"" McCartney confessed. ""We were a rock & roll band."" A Number One single in America, ""Yesterday"" was, in his own words, ""the most complete song I have ever written.""",The Beatles,"John Lennon, Paul McCartney","Sep, 1965",Lions led by donkeys,A description of the British soldiers of WWI. ,Amphitheatre of El Jem,"<p>The impressive ruins of the largest colosseum in North Africa, a huge amphitheatre which could hold up to 35,000 spectators, are found in the small village of El Jem. This 3rd-century monument illustrates the grandeur and extent of Imperial Rome.</p>",Tunisia,,Yellow (Munsell),#EFCC00,https://en.wikipedia.org/wiki/Shades_of_yellow#Yellow_(Munsell),yellow coneflower,"2021: NASA's Perseverance rover, carrying the Ingenuity helicopter, successfully lands on Mars.",Experience,https://en.wikipedia.org/wiki/Experience
2024-01-14,Pablo Picasso,Cubism,http://en.wikipedia.org/wiki/Pablo_Picasso,Pablo_Picasso_4.jpg,Blowin' in the Wind,"In April 1962, at Gerde's Folk City in New York's Greenwich Village, 20-year-oldÂ Bob DylanÂ gave a quick speech before playing one of his new songs: ""This here ain't no protest song or anything like that, 'cause I don't write no protest songs,"" he said. Then he sang the first and third verses of the still-unfinished ""Blowin' in the Wind.""Â Published in full a month later in the folk journalÂ BroadsideÂ and recorded on July 9th, 1962, for his second album,Â The Freewheelin' Bob Dylan, ""Blowin' in the Wind"" was Dylan's first important composition. It is also the most famous protest song ever written.",Bob Dylan,Dylan,"May, 1963",Make haste,Act quickly.,"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)","Located 30 km northwest of Lisbon, the property was conceived by King João V in 1711 as a tangible representation of his conception of the monarchy and the State. This imposing quadrangular building houses the king’s and queen's palaces, the royal chapel, shaped like a Roman baroque basilica, a Franciscan monastery and a library containing 36,000 volumes. The complex is completed by the <em>Cerco</em> garden, with its geometric layout, and the royal hunting park (<em>Tapada</em>). The Royal <em>Mafra</em> Building is one of the most remarkable works undertaken by King João V, which illustrates the power and reach of the Portuguese Empire. João V adopted Roman and Italian baroque architectural and artistic models and commissioned works of art that make <em>Mafra</em> an exceptional example of Italian Baroque.",Portugal,,Phthalo blue,#000F89,https://en.wikipedia.org/wiki/Phthalocyanine_Blue_BN,weeping birch,1848: Lord Kelvin: absolute zero.,Law of thought,https://en.wikipedia.org/wiki/Law_of_thought
2024-01-15,Eugene Delacroix,Romanticism,https://en.wikipedia.org/wiki/Eugène_Delacroix,Eugene_Delacroix_1.jpg,London Calling,"Named after the call signal of the BBC's World Service broadcasts, the title alarm ofÂ the Clash'sÂ third albumÂ was an SOS from the heart of darkness. When they recorded the song, the Clash Â British punk's most political and uncompromising band Â were without management and sinking in debt. Around them, Britain was suffocating in crisis: soaring unemployment, racial conflict, widespread drug use. ""We felt that we were struggling,""Â Joe StrummerÂ said, ""about to slip down a slope or something, grasping with our fingernails. And there was no one there to help us.""",The Clash,"Mick Jones, Joe Strummer","Jan, 1980",Lunatic fringe,"
  A minority group of adherents showing extreme support for a political  movement or a set of beliefs.",Itsukushima Shinto Shrine,"<p>The island of Itsukushima, in the Seto inland sea, has been a holy place of Shintoism since the earliest times. The first shrine buildings here were probably erected in the 6th century. The present shrine dates from the 12th century and the harmoniously arranged buildings reveal great artistic and technical skill. The shrine plays on the contrasts in colour and form between mountains and sea and illustrates the Japanese concept of scenic beauty, which combines nature and human creativity.</p>",Japan,,Volt,#CEFF00,https://en.wikipedia.org/wiki/Lime_(color)#Volt,alder,"628: Brahmagupta states the arithmetic rules for addition, subtraction, and multiplication with zero, as well as the multiplication of negative numbers, extending the basic rules for the latter found in the earlier The Nine Chapters on the Mathematical Art.",Symbol,https://en.wikipedia.org/wiki/Symbol_(formal)
2024-01-16,Jan van Eyck,Northern Renaissance,http://en.wikipedia.org/wiki/Jan_van_Eyck,Jan_van_Eyck_5.jpg,I Want to Hold Your Hand,"As a young, struggling beat group, playing grueling gigs at grubby bars,Â the BeatlesÂ had an in-joke to cheer themselves up: declaring that they were going ""to the toppermost of the poppermost."" By 1963, they meant it enough to issue an ultimatum. ""We said to [manager] Brian Epstein, 'We're not going to America till we've got a Number One record,'""Â Paul McCartneyÂ said. So he andÂ John LennonÂ went to the home of the parents of Jane Asher, McCartney's girlfriend, where Â ""one on one, eyeball to eyeball,"" as Lennon put it Â they wrote ""I Want to Hold Your Hand,"" an irresistibly erotic come-on framed as a chaste, bashful request. The lightning-bolt energy of their collaboration ran through the band's performance, taped October 17th, 1963. It lunges out of the speakers with a rhythm so tricky that the first wave of bands to cover the song often couldn't figure it out; Lennon and McCartney constantly switch between unison and harmonies, both of them snapping and whooping like they own the melody. Every element of the song is a hook, from Lennon'sÂ Chuck BerryÂ riffing toÂ George Harrison's string-snapping guitar fills to the quartet's syncopated hand claps. With advance orders at a million copies, ""I Want to Hold Your Hand"" was released in the U.K. in late November, and promptly bumped the band's own ""She Loves You"" from the top of the charts.",The Beatles,"John Lennon, Paul McCartney","Dec, 1963",Country bumpkin,"An awkward, unsophisticated rustic; a clown",Dougga / Thugga,"<p>Before the Roman annexation of Numidia, the town of Thugga, built on an elevated site overlooking a fertile plain, was the capital of an important Libyco-Punic state. It flourished under Roman and Byzantine rule, but declined in the Islamic period. The impressive ruins that are visible today give some idea of the resources of a small Roman town on the fringes of the empire.</p>",Tunisia,,Cadet blue,#5F9EA0,https://en.wikipedia.org/wiki/Cadet_grey#Cadet_blue,hairy bittercress,1996: Roslin Institute: Dolly the sheep was cloned.,Integral theory,https://en.wikipedia.org/wiki/Integral_theory_(Ken_Wilber)
2024-01-17,Andy Warhol,Pop Art,https://en.wikipedia.org/wiki/Andy_Warhol,Andy_Warhol_1.jpg,Purple Haze,"It is one of the unforgettable opening riffs in rock: a ferocious, stomping guitar march, scarred with fuzz and built around the dissonant ""devil's interval"" of the tritone. And it launched not one but two revolutions: late-Sixties psychedelia and the unprecedented genius ofÂ Jimi Hendrix. For the first time, Hendrix, bassist Noel Redding and drummer Mitch Mitchell got to show off their acrobatic onstage chemistry on record Â and they somehow managed to condense it to an under-three-minute blaze of overdubbed guitar sorcery. (The first chord of its main riff has come to be known among guitarists as the ""Hendrix chord."") The song, which Hendrix wrote on December 26th, 1966, in the dressing room of a London club, also served as a showcase for his brilliant, often contradictory lyrical gifts (boiled down from a much longer initial draft called ""Purple Haze Â Jesus Saves""). He spiked the surging rhythmic confidence of the Experience with intimate pictorial tension: ""Actin' funny, but I don't know why/'Scuse me while I kiss the sky."" (Hendrix later said that he had written the lyrics after he'd had a dream in which he could walk underwater.) The Experience recorded ""Purple Haze"" across a series of sessions in January and February, 1967, experimenting with recording techniques such as the blitzed-out distortion on Hendrix's guitar Â when the master tape was sent to their American record label, an enclosed note diligently pointed out that the distorted sound of the song was deliberate. In the closing solo, Hendrix echoed his screaming Strat with an additional shrieking guitar put through a new harmonic-manipulation device called an Octavia and played back at double speed. ""Purple Haze"" Â the opening track on the U.S. version of his debut LP,Â Are You Experienced?Â Â captured the liberating rush of Day-Glo culture just in time for the Summer of Love.",The Jimi Hendrix Experience,Hendrix,"March, 1967",The Big Apple,"Nickname
for New York, USA.",Belize Barrier Reef Reserve System,"<p>The coastal area of Belize is an outstanding natural system consisting of the largest barrier reef in the northern hemisphere, offshore atolls, several hundred sand cays, mangrove forests, coastal lagoons and estuaries. The system’s seven sites illustrate the evolutionary history of reef development and are a significant habitat for threatened species, including marine turtles, manatees and the American marine crocodile.</p>",Belize,,Cadet grey,#91A3B0,https://en.wikipedia.org/wiki/Cadet_grey,sneezewort yarrow,"300 BC: Greek mathematician Euclid in the Elements describes a primitive form of formal proof and axiomatic systems. However, modern mathematicians generally believe that his axioms were highly incomplete, and that his definitions were not really used in his proofs.",Rationality,https://en.wikipedia.org/wiki/Rationality
2024-01-18,Edouard Manet,"Realism,Impressionism",http://en.wikipedia.org/wiki/Édouard_Manet,Edouard_Manet_2.jpg,Maybellene,"Rock & roll guitar starts here. The pileup of hillbilly country, urban blues and hot jazz in Chuck Berry's electric twang is the primal language of pop- music guitar, and it's all perfected on his first single. The entire song is a two-minute chase scene packed with car-culture vernacular and Berry's hipster-lingo inventions (""As I was motorvatin' over the hill. . . .""). Its groove comes from ""Ida Red,"" a 1938 recording by Bob Wills and His Texas Playboys (of a song that dates back to the 19th century). By the time of the May 21st, 1955, session, Berry had been playing country tunes for black audiences for a few years Â ""After they laughed at me a few times, they began requesting the hillbilly stuff,"" he has said. Leonard Chess came up with the title, inspired by a Maybelline mascara box lying on the floor at the Chess studio. DJ Alan Freed had nothing to do with writing ""Maybellene,"" although he got co-credit and royalties for years in return for radio airplay: payola in all but name.",Chuck Berry,Berry,"July, 1955",Bell the cat,"To hang a bell around a cat's neck to provide a warning. Figuratively, the expression refers to any task that is difficult or impossible to achieve.",Nan Madol: Ceremonial Centre of Eastern Micronesia,"<p>Nan Madol is a series of more than 100 islets off the south-east coast of Pohnpei that were constructed with walls of basalt and coral boulders. These islets harbour the remains of stone palaces, temples, tombs and residential domains built between 1200 and 1500 CE. These ruins represent the ceremonial centre of the Saudeleur dynasty, a vibrant period in Pacific Island culture. The huge scale of the edifices, their technical sophistication and the concentration of megalithic structures bear testimony to complex social and religious practices of the island societies of the period. The site was also inscribed on the List of World Heritage in Danger due to threats, notably the siltation of waterways that is contributing to the unchecked growth of mangroves and undermining existing edifices.</p>",Micronesia (Federated States of),,Jazzberry jam,#A50B5E,https://en.wikipedia.org/wiki/Red-violet#Jazzberry_jam,california sycamore,"300 BC: Euclid's Optics introduces the field of geometric optics, making basic considerations on the sizes of images.",Purusha,https://en.wikipedia.org/wiki/Purusha
2024-01-19,Amedeo Modigliani,Expressionism,http://en.wikipedia.org/wiki/Amedeo_Modigliani,Amedeo_Modigliani_2.jpg,Hound Dog,"""Hound Dog"" was a hit before Elvis Presley sang it, and he was famous for singing it before he recorded it. Written in 1952 by white teenagers Jerry Leiber and Mike Stoller for R&B singer Willie Mae ""Big Mama"" Thornton, it was a smash for her, and was immediately covered by a handful of country acts. (The chorus, Leiber noted in 1987, was code for ""You ain't nothin' but a motherfucker."") Presley, always on the lookout for hillbilly/R&B crossover possibilities, added the song to his stage act in the spring of 1956, after hearing Freddie Bell and the Bellboys sing it in Las Vegas. On June 5th of that year, his hip-swiveling performance of ""Hound Dog"" on The Milton Berle Show became an instant sensation Â notorious enough that on his next TV appearance, he crooned the song to a top-hatted basset hound. The next morning, Presley and his band got deadly serious about ""Hound Dog,"" perfecting it over 31 takes at New York's RCA Studios. With snarling vocal authority, D.J. Fontana's tommy-gun drumrolls and slashing guitar by Scotty Moore, Presley transformed the song's blues changes and put-down rhymes into a declaration of independence from his generation's cold, rigid elders. ""Hound Dog"" was the flip side of ""Don't Be Cruel,"" Presley's third RCA single. It was also the song in which he told the world: Like it or not, rock & roll is here to stay.",Elvis Presley,"Jerry Leiber, Mike Stoller","July, 1956",Chop and change,To  change one's mind or action again and again.,Bolgar Historical and Archaeological Complex,"<p>This property lies on the shores of the Volga River, south of its confluence with the River Kama, and south of the capital of Tatarstan, Kazan. It contains evidence of the medieval city of Bolgar, an early settlement of the civilization of Volga-Bolgars, which existed between the 7th and 15th centuries AD, and was the first capital of the Golden Horde in the 13th century. Bolgar represents the historical cultural exchanges and transformations of Eurasia over several centuries that played a pivotal role in the formation of civilizations, customs and cultural traditions. The property provides remarkable evidence of historic continuity and cultural diversity. It is a symbolic reminder of the acceptance of Islam by the Volga-Bolgars in AD 922 and remains a sacred pilgrimage destination to the Tatar Muslims.</p>",Russian Federation,,Laser lemon,#FFFF66,https://en.wikipedia.org/wiki/Lemon_(color)#Laser_lemon,goose tongue,1564: Gerolamo Cardano is the first to produce a systematic treatment of probability.,Meaning of life,https://en.wikipedia.org/wiki/Meaning_of_life
2024-01-20,Michelangelo,High Renaissance,https://en.wikipedia.org/wiki/Michelangelo,Michelangelo_6.jpg,Let It Be,"Inspired by the church-born soul of Aretha Franklin, an anxious Paul McCartney started writing ""Let It Be"" in 1968, during the contentious sessions for the White Album. His opening lines Â ""When I find myself in times of trouble/Mother Mary comes to me"" Â were based on a dream in which his own late mother, Mary, offered solace during a tumultuous time for both the band and the culture, assuring him that everything would turn out fine. ""I'm not sure if she used the words 'Let it be,'"" McCartney recalled, ""but that was the gist of her advice."" McCartney unveiled a skeletal version of ""Let It Be"" to the other Beatles at an even worse time: during the initial, disastrous Let It Be rehearsals in January 1969. John Lennon, the group's resident heretic, was brutally dismissive, mistaking McCartney's secular humanism for self-righteous piety. Yet the Beatles put special labor into the song, getting the consummate take on January 31st Â the day after their last live performance, on the roof of their Apple offices in London. (R&B musician Billy Preston, a friend of the band's from its early days, contributed the gospel-flavored organ part.) George Harrison later took a couple of cracks at adding a guitar solo: The single version features his solo from April 30th, 1969, and the album cut's solo was taped at the final Beatles recording session, on January 4th, 1970. Released four months later, ""Let It Be"" effectively became an elegy for the band that had defined the Sixties.",The Beatles,"John Lennon, Paul McCartney","March, 1970",Iron hoof,"Poof
(homosexual).",Buddhist Monuments at Sanchi,"<p>On a hill overlooking the plain and about 40 km from Bhopal, the site of Sanchi comprises a group of Buddhist monuments (monolithic pillars, palaces, temples and monasteries) all in different states of conservation most of which date back to the 2nd and 1st centuries B.C. It is the oldest Buddhist sanctuary in existence and was a major Buddhist centre in India until the 12th century A.D.</p>",India,,Dark orange,#FF8C00,https://en.wikipedia.org/wiki/Shades_of_orange#Dark_orange_(web_color),poison ivy,"1957: Chien Shiung Wu: demonstrated that parity, and thus charge conjugation and time-reversals, are violated for weak interactions",Inference,https://en.wikipedia.org/wiki/Inference
2024-01-21,El Greco,Mannerism,http://en.wikipedia.org/wiki/El_Greco,El_Greco_2.jpg,Born to Run,"This song's four and a half minutes took three and a half months to cut. Aiming for the impact ofÂ Phil Spector's Wall of Sound,Â SpringsteenÂ included strings, glockenspiel, multiple keyboards Â and more than a dozen guitar tracks. ""I had enormous ambitions for it,"" said Springsteen. ""I wanted to make the greatest rock record I'd ever heard."" Springsteen's lyrics told a story of young lovers on the highways of New Jersey. ""I don't know how important the settings are,"" Springsteen said. ""It's the idea behind the settings. It could be New Jersey, it could be California, it could be Alaska.""",Bruce Springsteen,Springsteen,"Aug, 1975",Nitty-gritty,The heart of the matter; the basic essentials; the harsh realities.,Ancient City of Ping Yao,"<p>Ping Yao is an exceptionally well-preserved example of a traditional Han Chinese city, founded in the 14th century. Its urban fabric shows the evolution of architectural styles and town planning in Imperial China over five centuries. Of special interest are the imposing buildings associated with banking, for which Ping Yao was the major centre for the whole of China in the 19th and early 20th centuries.</p>",China,,Wine dregs,#673147,https://en.wikipedia.org/wiki/Wine_(color)#Wine_dregs,virgins bower,"525: John Philoponus in Byzantine Egypt describes the notion of inertia, and states that the motion of a falling object does not depend on its weight. His radical rejection of Aristotlean orthodoxy lead him to be ignored in his time",Institutional cruelty,https://en.wikipedia.org/wiki/Institutional_cruelty
2024-01-22,El Greco,Mannerism,http://en.wikipedia.org/wiki/El_Greco,El_Greco_1.jpg,Be My Baby,"Phil SpectorÂ rehearsed this song withÂ Ronnie BennettÂ (the onlyÂ RonetteÂ to sing on it) for weeks, but that didn't stop him from doing 42 takes before he was satisfied. Aided by a full orchestra (as well as a youngÂ Cher, who sang backup vocals), Spector created a lush, echo-laden sound that was the Rosetta stone for studio pioneers such asÂ the BeatlesÂ andÂ Brian Wilson, who calls this his favorite song. ""The things Phil was doing were crazy and exhausting,"" said Larry Levine, Spector's engineer. ""But that's not the sign of a nut. That's genius.""",The Ronettes,"Jeff Barry, Ellie Greenwich","Aug, 1963",On the wagon,'On the wagon' - abstaining from alcohol. 'Off the wagon' - returned to drinking after an attempt to give it up. ,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),"<p>The Chhatrapati Shivaji Terminus, formerly known as Victoria Terminus Station, in Mumbai, is an outstanding example of Victorian Gothic Revival architecture in India, blended with themes deriving from Indian traditional architecture. The building, designed by the British architect F. W. Stevens, became the symbol of Bombay as the ‘Gothic City’ and the major international mercantile port of India. The terminal was built over 10 years, starting in 1878, according to a High Victorian Gothic design based on late medieval Italian models. Its remarkable stone dome, turrets, pointed arches and eccentric ground plan are close to traditional Indian palace architecture. It is an outstanding example of the meeting of two cultures, as British architects worked with Indian craftsmen to include Indian architectural tradition and idioms thus forging a new style unique to Bombay.</p>",India,,Brick red,#CB4154,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors#Standard_colors,butterfly weed,"2023: On 19 August, Luna 25, Russia's first lunar spacecraft since the dissolution of the Soviet Union, crashes into the lunar south pole after a failed orbital maneuver.",Objectivity,https://en.wikipedia.org/wiki/Objectivity_(philosophy)
